userID,itemID,username,item,rating
5,0,csk6snj,oranges,4.0
5,1,csk6snj,apples,5.0
5,2,csk6snj,watermelon,5.0
5,4,csk6snj,eggplant,1.0
5,5,csk6snj,tomatoes,2.0
5,6,csk6snj,potatoes,5.0
5,7,csk6snj,bread,5.0
5,10,csk6snj,fish,5.0
5,11,csk6snj,eggs,3.0
7,0,pex7ps,oranges,4.0
7,1,pex7ps,apples,4.0
7,2,pex7ps,watermelon,4.0
7,3,pex7ps,bananas,4.0
7,4,pex7ps,eggplant,1.0
7,5,pex7ps,tomatoes,3.0
7,6,pex7ps,potatoes,4.0
7,7,pex7ps,bread,3.0
7,8,pex7ps,oats,3.0
7,9,pex7ps,rice,5.0
7,10,pex7ps,fish,5.0
7,11,pex7ps,eggs,3.0
7,12,pex7ps,chicken,5.0
7,13,pex7ps,olive_oil,3.0
7,14,pex7ps,soybean,4.0
7,15,pex7ps,beef,5.0
7,16,pex7ps,milk,2.0
