userID,itemID,username,item,rating
3,0,Gal Gadot,Apple,3.0
3,1,Gal Gadot,Eggplant,2.517448292098575
3,2,Gal Gadot,Rice,2.8336226940759945
3,3,Gal Gadot,Egg,2.0
3,4,Gal Gadot,Milk,2.396976604120753
3,5,Gal Gadot,Orange,3.0
3,6,Gal Gadot,Tomatoes,2.4319886965332977
3,7,Gal Gadot,Bread,2.3293535659379296
3,8,Gal Gadot,"Beef (raw, ground)",2.7950210825930593
3,9,Gal Gadot,"Yogurt (Low fat, plain)",2.8080596884886195
3,10,Gal Gadot,Potato,2.3719856721102555
3,11,Gal Gadot,Banana,2.3470448702595976
3,12,Gal Gadot,Olive Oil,2.0
3,13,Gal Gadot,"Chicken (raw, ground)",2.0
3,14,Gal Gadot,"Fish (raw, carp)",2.0
3,15,Gal Gadot,Cheese ball,2.0
3,16,Gal Gadot,oats,3.0
3,17,Gal Gadot,Soy beans paste,2.168683812334229
1,0,Anonymous Narwhal,Apple,2.3558884714876265
1,1,Anonymous Narwhal,Eggplant,2.247646705083096
1,2,Anonymous Narwhal,Rice,3.0
1,3,Anonymous Narwhal,Egg,2.0
1,4,Anonymous Narwhal,Milk,2.3403941971775977
1,5,Anonymous Narwhal,Orange,3.0
1,6,Anonymous Narwhal,Tomatoes,2.316617915661302
1,7,Anonymous Narwhal,Bread,3.0
1,8,Anonymous Narwhal,"Beef (raw, ground)",2.0
1,9,Anonymous Narwhal,"Yogurt (Low fat, plain)",2.2929319309115854
1,10,Anonymous Narwhal,Potato,2.300566432925344
1,11,Anonymous Narwhal,Banana,2.395997244635156
1,12,Anonymous Narwhal,Olive Oil,3.0
1,13,Anonymous Narwhal,"Chicken (raw, ground)",3.0
1,14,Anonymous Narwhal,"Fish (raw, carp)",2.40551182262642
1,15,Anonymous Narwhal,Cheese ball,2.0
1,16,Anonymous Narwhal,oats,3.0
1,17,Anonymous Narwhal,Soy beans paste,3.0
5,0,csk6snj,Apple,2.0
5,1,csk6snj,Eggplant,2.0
5,2,csk6snj,Rice,3.0
5,3,csk6snj,Egg,2.0
5,4,csk6snj,Milk,3.0
5,5,csk6snj,Orange,2.0
5,6,csk6snj,Tomatoes,3.0
5,7,csk6snj,Bread,2.2093365663045037
5,8,csk6snj,"Beef (raw, ground)",2.0
5,9,csk6snj,"Yogurt (Low fat, plain)",2.3159818111556776
5,10,csk6snj,Potato,2.286467307092727
5,11,csk6snj,Banana,3.0
5,12,csk6snj,Olive Oil,3.0
5,13,csk6snj,"Chicken (raw, ground)",2.0
5,14,csk6snj,"Fish (raw, carp)",2.359352943343393
5,15,csk6snj,Cheese ball,2.0
5,16,csk6snj,oats,2.8173310015281885
5,17,csk6snj,Soy beans paste,2.256044991715005
12,0,blacklodge,Apple,2.0
12,1,blacklodge,Eggplant,2.4955604012552013
12,2,blacklodge,Rice,2.0
12,3,blacklodge,Egg,2.241519929538833
12,4,blacklodge,Milk,2.4824297749665893
12,5,blacklodge,Orange,2.0626546611474836
12,6,blacklodge,Tomatoes,2.4591249589791473
12,7,blacklodge,Bread,2.4578607171000804
12,8,blacklodge,"Beef (raw, ground)",2.0
12,9,blacklodge,"Yogurt (Low fat, plain)",2.0
12,10,blacklodge,Potato,2.476171336274875
12,11,blacklodge,Banana,2.241519929538833
12,12,blacklodge,Olive Oil,2.241519929538833
12,13,blacklodge,"Chicken (raw, ground)",2.5744955880020948
12,14,blacklodge,"Fish (raw, carp)",3.0
12,15,blacklodge,Cheese ball,3.0
12,16,blacklodge,oats,3.0
12,17,blacklodge,Soy beans paste,2.0
11,0,nm2fs,Apple,2.0
11,1,nm2fs,Eggplant,2.4378456356508083
11,2,nm2fs,Rice,2.234943822277676
11,3,nm2fs,Egg,2.0
11,4,nm2fs,Milk,2.291741711127239
11,5,nm2fs,Orange,2.3690600610973855
11,6,nm2fs,Tomatoes,2.522075599820404
11,7,nm2fs,Bread,3.0
11,8,nm2fs,"Beef (raw, ground)",2.0
11,9,nm2fs,"Yogurt (Low fat, plain)",3.0
11,10,nm2fs,Potato,3.0
11,11,nm2fs,Banana,2.249704573166417
11,12,nm2fs,Olive Oil,2.3205656448616905
11,13,nm2fs,"Chicken (raw, ground)",2.0
11,14,nm2fs,"Fish (raw, carp)",2.3258705942598965
11,15,nm2fs,Cheese ball,2.5136813069014776
11,16,nm2fs,oats,2.3615144734873272
11,17,nm2fs,Soy beans paste,2.0
13,0,ae3xd,Apple,2.0
13,1,ae3xd,Eggplant,2.0
13,2,ae3xd,Rice,3.0
13,3,ae3xd,Egg,3.0
13,4,ae3xd,Milk,3.0
13,5,ae3xd,Orange,3.0
13,6,ae3xd,Tomatoes,2.0
13,7,ae3xd,Bread,2.0
13,8,ae3xd,"Beef (raw, ground)",3.0
13,9,ae3xd,"Yogurt (Low fat, plain)",2.0
13,10,ae3xd,Potato,2.0
13,11,ae3xd,Banana,2.0
13,12,ae3xd,Olive Oil,2.0
13,13,ae3xd,"Chicken (raw, ground)",3.0
13,14,ae3xd,"Fish (raw, carp)",3.0
13,15,ae3xd,Cheese ball,3.0
13,16,ae3xd,oats,2.0
13,17,ae3xd,Soy beans paste,2.487622179166705
9,0,znp3ev,Apple,2.222427939278735
9,1,znp3ev,Eggplant,2.222427939278735
9,2,znp3ev,Rice,3.0
9,3,znp3ev,Egg,2.222427939278735
9,4,znp3ev,Milk,2.0
9,5,znp3ev,Orange,2.0
9,6,znp3ev,Tomatoes,2.0
9,7,znp3ev,Bread,2.0
9,8,znp3ev,"Beef (raw, ground)",2.0
9,9,znp3ev,"Yogurt (Low fat, plain)",2.0
9,10,znp3ev,Potato,2.0
9,11,znp3ev,Banana,2.222427939278735
9,12,znp3ev,Olive Oil,2.222427939278735
9,13,znp3ev,"Chicken (raw, ground)",3.0
9,14,znp3ev,"Fish (raw, carp)",3.0
9,15,znp3ev,Cheese ball,2.0
9,16,znp3ev,oats,2.222427939278735
9,17,znp3ev,Soy beans paste,2.222427939278735
8,0,zqz8ae,Apple,2.2357700228905237
8,1,zqz8ae,Eggplant,2.2357700228905237
8,2,zqz8ae,Rice,2.2357700228905237
8,3,zqz8ae,Egg,2.2357700228905237
8,4,zqz8ae,Milk,2.2357700228905237
8,5,zqz8ae,Orange,2.2357700228905237
8,6,zqz8ae,Tomatoes,2.2357700228905237
8,7,zqz8ae,Bread,2.2357700228905237
8,8,zqz8ae,"Beef (raw, ground)",3.0
8,9,zqz8ae,"Yogurt (Low fat, plain)",2.0
8,10,zqz8ae,Potato,2.0
8,11,zqz8ae,Banana,2.0
8,12,zqz8ae,Olive Oil,2.2357700228905237
8,13,zqz8ae,"Chicken (raw, ground)",3.0
8,14,zqz8ae,"Fish (raw, carp)",2.0
8,15,zqz8ae,Cheese ball,2.0
8,16,zqz8ae,oats,2.0
8,17,zqz8ae,Soy beans paste,2.0
2,0,ak3gj,Apple,2.0119663026536228
2,1,ak3gj,Eggplant,2.0
2,2,ak3gj,Rice,3.0
2,3,ak3gj,Egg,3.0
2,4,ak3gj,Milk,3.0
2,5,ak3gj,Orange,2.23343160486449
2,6,ak3gj,Tomatoes,2.0
2,7,ak3gj,Bread,2.0
2,8,ak3gj,"Beef (raw, ground)",2.0
2,9,ak3gj,"Yogurt (Low fat, plain)",2.23343160486449
2,10,ak3gj,Potato,2.23343160486449
2,11,ak3gj,Banana,2.0
2,12,ak3gj,Olive Oil,2.5057915056757825
2,13,ak3gj,"Chicken (raw, ground)",2.0361817569953473
2,14,ak3gj,"Fish (raw, carp)",3.0
2,15,ak3gj,Cheese ball,2.0
2,16,ak3gj,oats,2.0
2,17,ak3gj,Soy beans paste,2.0
7,0,pex7ps,Apple,2.2268343573315565
7,1,pex7ps,Eggplant,2.367159277391465
7,2,pex7ps,Rice,2.4608793387351233
7,3,pex7ps,Egg,2.0
7,4,pex7ps,Milk,3.0
7,5,pex7ps,Orange,3.0
7,6,pex7ps,Tomatoes,2.374274697760836
7,7,pex7ps,Bread,2.4608793387351233
7,8,pex7ps,"Beef (raw, ground)",2.0
7,9,pex7ps,"Yogurt (Low fat, plain)",2.3627169662387972
7,10,pex7ps,Potato,2.2932494228749283
7,11,pex7ps,Banana,2.4608793387351233
7,12,pex7ps,Olive Oil,2.3523879946175335
7,13,pex7ps,"Chicken (raw, ground)",2.0
7,14,pex7ps,"Fish (raw, carp)",2.8031361458517994
7,15,pex7ps,Cheese ball,2.0
7,16,pex7ps,oats,3.0
7,17,pex7ps,Soy beans paste,2.2408874816163467
