userID,itemID,username,item,rating
2,0,ak3gj,oranges,2.0
2,2,ak3gj,watermelon,1.0
2,5,ak3gj,tomatoes,2.0
2,8,ak3gj,oats,1.0
2,9,ak3gj,rice,2.0
2,12,ak3gj,chicken,2.0
2,16,ak3gj,milk,2.0
7,0,pex7ps,oranges,4.0
7,1,pex7ps,apples,4.0
7,2,pex7ps,watermelon,4.0
7,3,pex7ps,bananas,4.0
7,4,pex7ps,eggplant,2.0
7,5,pex7ps,tomatoes,2.0
7,6,pex7ps,potatoes,3.0
7,7,pex7ps,bread,4.0
7,8,pex7ps,oats,3.0
7,9,pex7ps,rice,5.0
7,10,pex7ps,fish,4.0
7,11,pex7ps,eggs,2.0
7,12,pex7ps,chicken,4.0
7,13,pex7ps,olive_oil,2.0
7,14,pex7ps,soybean,1.0
7,15,pex7ps,beef,5.0
7,16,pex7ps,milk,2.0
