ID,Rating,Oranges8,Apples8,Watermelons8,Bananas8,Eggplants8,Tomatoes8,Potatoes8,Bread8,Oats8,Rice8,Fish8,Eggs8,Chicken8,Olive Oil8,Soy Bean Paste8,Beef8,Milk8,"Yogurt (low fat, plain)8",Cheese Balls8
Gal Gadot,Requested,1,3,3,3,1,3,3,3,3,2,2,2,2,2,2,2,2,1,2
Gal Gadot,Allocation,1,0,0,0,1,0,0,1,1,2,2,2,2,2,2,1,2,1,2
Gal Gadot,Rate Quantity,,,,,,,,,,,,,,,,,,,
Gal Gadot,Rate Item,,,,,,,,,,,,,,,,,,,
Anonymous Narwhal,Requested,4,4,2,4,5,4,4,4,4,4,2,2,4,2,2,2,4,2,4
Anonymous Narwhal,Allocation,3,1,2,0,0,1,3,4,4,0,2,2,0,2,2,2,0,2,3
Anonymous Narwhal,Rate Quantity,,,,,,,,,,,,,,,,,,,
Anonymous Narwhal,Rate Item,,,,,,,,,,,,,,,,,,,
csk6snj,Requested,1,3,1,2,2,2,2,2,1,1,2,4,3,3,3,4,3,3,3
csk6snj,Allocation,1,2,1,2,2,2,2,2,1,1,2,0,1,3,0,0,0,1,0
csk6snj,Rate Quantity,3,3,,,3,,,3,,,,1,3,,1,,,2,
csk6snj,Rate Item,,,,,,,,,,,,,,,,,,,
blacklodge,Requested,3,3,3,1,3,2,1,3,3,1,3,1,1,3,3,3,3,3,3
blacklodge,Allocation,3,2,2,1,0,2,1,3,3,1,0,1,1,0,0,0,1,3,3
blacklodge,Rate Quantity,,,,,,,,,,,,,,,,,,,
blacklodge,Rate Item,,,,,,,,,,,,,,,,,,,
nm2fs,Requested,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
nm2fs,Allocation,3,2,0,1,3,0,3,3,3,3,0,3,1,3,0,0,3,3,3
nm2fs,Rate Quantity,,,,,,,,,,,,,,,,,,,
nm2fs,Rate Item,,,,,,,,,,,,,,,,,,,
ae3xd,Requested,3,3,3,3,3,3,4,3,3,3,1,3,1,3,3,3,3,3,3
ae3xd,Allocation,3,3,0,0,2,0,1,3,2,2,1,2,1,1,3,0,3,3,3
ae3xd,Rate Quantity,2,1,3,3,3,2,1,2,2,2,2,2,2,2,3,2,2,3,3
ae3xd,Rate Item,,,,,,,,,,,,,,,,,,,
znp3ev,Requested,7,8,6,2,2,1,7,8,6,2,6,5,6,7,2,5,7,8,8
znp3ev,Allocation,7,0,6,2,2,1,3,5,6,2,3,5,6,0,2,4,0,1,0
znp3ev,Rate Quantity,7,1,7,5,7,5,3,3,6,7,3,5,6,2,4,4,,,
znp3ev,Rate Item,4,5,5,5,4,5,4,5,5,5,3,4,4,5,5,5,,,
zqz8ae,Requested,9,5,2,2,2,2,5,9,8,7,7,2,6,1,8,5,9,9,2
zqz8ae,Allocation,0,5,2,2,2,2,5,4,0,7,0,2,5,1,0,5,0,0,2
zqz8ae,Rate Quantity,,,,,,,,,,,,,,,,,,,
zqz8ae,Rate Item,,,,,,,,,,,,,,,,,,,
ak3gj,Requested,7,5,3,3,4,4,5,6,5,7,7,4,2,1,3,9,4,5,3
ak3gj,Allocation,0,5,3,3,4,4,0,0,2,0,0,4,2,1,3,0,4,5,3
ak3gj,Rate Quantity,1,2,2,,,,1,,,,1,,2,,,1,,,2
ak3gj,Rate Item,,,1,,2,,,,2,4,,,,,,,,,
pex7ps,Requested,2,4,9,7,1,5,4,2,8,3,7,5,4,8,7,7,7,8,3
pex7ps,Allocation,2,4,0,7,1,5,4,2,0,3,0,5,4,0,2,0,7,0,3
pex7ps,Rate Quantity,,,,,,,,,,,,,,,,,,,
pex7ps,Rate Item,,,,,,,,,,,,,,,,,,,
