ID,Oranges,Apples,Watermelons,Bananas,Eggplants,Tomatoes,Potatoes,Bread,Oats,Rice,Fish,Eggs,Chicken,Olive Oil,Soy Bean Paste,Beef,Milk,"Yogurt (low fat, plain)",Cheese Balls,AllocationTime
Gal Gadot,1.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,2
Anonymous Narwhal,0.0,4.0,-0.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,2
csk6snj,-0.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,-0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
blacklodge,0.0,3.0,0.0,4.0,-0.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,2
nm2fs,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,-0.0,0.0,3.0,3.0,-0.0,0.0,3.0,0.0,1.0,3.0,3.0,2
ae3xd,3.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,-0.0,3.0,3.0,0.0,3.0,1.0,3.0,2
znp3ev,6.0,2.0,0.0,3.0,6.0,4.0,6.0,6.0,7.0,6.0,-0.0,6.0,3.0,6.0,3.0,5.0,0.0,0.0,0.0,2
zqz8ae,2.0,-0.0,4.0,2.0,5.0,7.0,2.0,0.0,2.0,4.0,0.0,4.0,0.0,2.0,4.0,4.0,0.0,3.0,4.0,2
ak3gj,4.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2
pex7ps,0.0,5.0,4.0,4.0,1.0,3.0,0.0,1.0,3.0,2.0,4.0,5.0,4.0,1.0,1.0,0.0,3.0,3.0,5.0,2
